Patient_Index,Predicted_Probability,Pearson_Residual,Is_Outlier
0,0.9063748706339642,0.3213973468503971,False
1,0.934936205835279,0.2638023764223799,False
2,0.8431136743329382,-2.3181979671670208,False
3,0.9261987379865346,0.2822798004476146,False
4,0.9358662814183566,0.2617799080149098,False
5,0.8527226578538427,0.4155890226367726,False
6,0.8807978753926154,0.36787804416810804,False
7,0.9328376961045158,0.268324141746806,False
8,0.8890047436696619,0.35334599248001236,False
9,0.5161464990869302,-1.0328316765701113,False
10,0.770315898678886,0.5460482712809891,False
11,0.4946271484081327,-0.9893114164275676,False
12,0.894787077005543,0.3429056899161621,False
13,0.6188363331789711,-1.274184019417238,False
14,0.9147614303958642,0.30525596140686634,False
15,0.8490718225739157,0.42161198659144944,False
16,0.8883995726925789,0.3544285991654361,False
17,0.5184523462768611,-1.0376115240970987,False
18,0.3326982386803838,1.4162368315314353,False
19,0.9207883289341415,0.2933017705835228,False
20,0.8328179197354042,0.4480431395639768,False
21,0.9473239560247486,-4.24075013113026,True
22,0.9155006123091047,0.3038067797944864,False
23,0.9029152876623426,0.32790793098150417,False
24,0.5773467892306673,-1.1687625605183356,False
25,0.9050979733327078,0.32380976935820543,False
26,0.89027290046277,-2.8484239398729185,True
27,0.6515152976130721,0.7313572155539919,False
28,0.9035688326899483,0.32668417027116936,False
29,0.5336330525375939,-1.0696888748551847,False
30,0.902497339777089,0.32868907353716104,False
31,0.9422107340478402,0.2476564054782821,False
32,0.6344709603095587,-1.3174827325731449,False
33,0.8439212722346056,0.4300519202159617,False
34,0.9319808321333705,0.27015447576576485,False
35,0.7474303910164496,0.5813064873071927,False
36,0.8426635410031866,0.43210330081901255,False
37,0.8788572062658957,0.37126980797190723,False
38,0.9232287226468966,0.288366449095279,False
39,0.6336822902921144,-1.3152455084271855,False
40,0.7774209528705903,0.5350742096816355,False
41,0.6822953927991171,0.6823788176676053,False
42,0.7245950506724487,-1.6220409390476325,False
43,0.9326671285502816,0.26868921379066013,False
44,0.7332441620802305,-1.6579343920768115,False
45,0.7028769424019319,0.6501723997397991,False
46,0.9327950918447089,0.2684153632287194,False
47,0.8433832508688928,0.43092988812325045,False
48,0.8874524616922187,0.3561192507340404,False
49,0.8053139807551851,-2.0338327522546393,False
50,0.9326244239061646,0.268780559385196,False
51,0.7899065314223849,-1.9390168219889332,False
52,0.933262362133813,0.2674136302892744,False
53,0.8412160544439286,0.4344597204425433,False
54,0.9055059407243129,0.32304022266150156,False
55,0.8959335305792986,0.3408140696190783,False
56,0.887384543041954,0.3562403196977889,False
57,0.667628020918424,0.7055778253487038,False
58,0.7050326852635453,0.6468183342723905,False
59,0.5351554071846767,0.9319957519011152,False
60,0.5701979586365045,0.868203251244755,False
61,0.6655127271341673,0.7089434856255755,False
62,0.8976325058034456,0.3377005365486838,False
63,0.9048056034430231,0.32436056769210153,False
64,0.9330078626130084,0.26795956573178503,False
65,0.7975128892101903,0.5038831509097448,False
66,0.8879268913939027,0.3552729192796864,False
67,0.887588191695895,-2.809957755646286,True
68,0.8877915186479717,0.35551452281853496,False
69,0.44642134085951424,-0.8980133729131837,False
70,0.8794350420907119,0.37026159371989475,False
71,0.4924181097321144,-0.9849494657329083,False
72,0.91401399779927,0.30671672287562896,False
73,0.8974449512375143,-2.9581853817837045,True
74,0.9028556788637404,0.3280194090140086,False
75,0.6644525731768482,0.7106323314077442,False
76,0.9021378221486465,0.3293601052067725,False
77,0.9021978237161812,-3.037222637667587,True
78,0.6894493232842874,0.6711430004219496,False
79,0.9106811979748479,0.3131758462848497,False
80,0.6107447215173899,-1.2526005724302005,False
81,0.861962909457957,0.4001783684712559,False
82,0.8418506547894009,0.43342720977005794,False
83,0.8870444128035421,0.35684628218911507,False
84,0.5353245177972951,-1.0733310376555485,False
85,0.8887415358471155,0.35381707790055145,False
86,0.9160363297691808,0.30275362937776645,False
87,0.8875203445726735,0.35599822291581423,False
88,0.8893397073872616,0.35274597384848905,False
89,0.863652772350667,0.39733202459026773,False
90,0.7776307354591404,0.5347498495855053,False
91,0.8055040510453279,0.49138445746038467,False
92,0.8646105647946581,0.3957146412939609,False
93,0.8332906483585608,0.44728231522413436,False
94,0.8981311662849979,0.3367834824641613,False
95,0.6670243361080568,-1.4153524235056432,False
96,0.8870444128035421,0.35684628218911507,False
97,0.8956797211640194,0.3412777688157299,False
98,0.903450299350928,0.32690633201595803,False
99,0.6772574108226393,-1.4486008763314535,False
100,0.8433832508688928,-2.320563106808663,False
101,0.8944024560844068,0.3436057453671922,False
102,0.9226543329918725,0.28953327426804476,False
103,0.9021978237161812,0.32924817153606584,False
104,0.8681760554970717,0.3896666604181264,False
105,0.8711045486957979,0.3846658702783866,False
106,0.8877915186479717,0.35551452281853496,False
107,0.1827008575434673,2.1150480038411437,False
108,0.8762977387844257,0.3757188407425313,False
109,0.5732301673959374,0.8628441069276368,False
110,0.8867003290658567,0.35745871468235424,False
111,0.667778856225521,0.7053380333559522,False
112,0.8863614623690221,0.35806130113994133,False
113,0.6457828652412981,0.7406133293508254,False
114,0.9338107008723495,0.2662345828720174,False
115,0.6290939772806216,-1.3023443222641988,False
116,0.8875203445726735,-2.8090027860517663,True
117,0.9416903245535225,0.24883774550384047,False
118,0.9021978237161812,0.32924817153606584,False
119,0.6327349400582322,0.761866535871428,False
120,0.8635726992948514,-2.5159314784426914,True
121,0.6700372444332999,0.7017509172250089,False
122,0.7530155765475715,-1.7460923021486439,False
123,0.7390881018424266,0.5941537420835951,False
124,0.9035095822780935,0.3267952322648309,False
125,0.887588191695895,0.35587723622912676,False
126,0.7232472882166416,0.6185894879938096,False
127,0.9035095822780935,0.3267952322648309,False
128,0.7904475216468971,0.5148845730596154,False
129,0.8952342385326082,0.3420907610105926,False
130,0.7004885536030289,0.6538922509023819,False
131,0.9561833692508841,0.2140665929501843,False
132,0.9195958684900535,0.29569275039686055,False
133,0.9328802752989676,0.26823295126669006,False
134,0.9035095822780935,0.3267952322648309,False
135,0.457204524946095,-0.9177769595514214,False
136,0.7304967998996398,0.6073972262382649,False
